id,candidate,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,name,retweet_count,text,user_timezone,,,,,,,,,,,,,,tweet_created
100,Donald Trump,yes,1,Negative,0.6264,None of the above,Liberalibrarian,4,"RT @carIisIe: None of them have made Trump look out of place or foolish yet. Think about that. When you're done crying, think about it agai๏ฟฝ","Las Vegas, Nevada",America/Los_Angeles,,,,,,,,,,,,,4/17/2015 9:54
101,No candidate mentioned,yes,1,Neutral,0.6552,None of the above,TheClementLime,1,"RT @akbarjenkins: Maybe the GOP just got Piven &amp; Cloward confused with Pinkard &amp; Bowden? ""She thinks I steal cars..."" @kevinbaker @KevinMKr๏ฟฝ",,,,,,,,,,,,,,,4/18/2015 9:54
102,No candidate mentioned,yes,1,Positive,1,None of the above,MikeT1647,0,Had a great time watching the #GOPDebate last night http://t.co/qCmxMU8MLP,,Mountain Time (US & Canada),,,,,,,,,,,,,4/19/2015 9:54
103,Donald Trump,yes,1,Negative,1,Women's Issues (not abortion though),danijeantheq,149,"RT @JRehling: #GOPDebate Donald Trump says that he doesn't have time for political correctness. How does calling women ""fat pigs"" save him ๏ฟฝ",,,,,,,,,,,,,,,4/20/2015 9:54
104,No candidate mentioned,yes,1,Negative,1,None of the above,DouglasRobert70,18,RT @theonlyadult: This is the @POTUS we have now. One of the people on TV now might be the next one. RIP everything. #GOPDebate http://t.co๏ฟฝ,,Mountain Time (US & Canada),,,,,,,,,,,,,4/21/2015 9:54
105,Donald Trump,yes,1,Neutral,0.7027,None of the above,Kassandra_Troy,0,I think @realDonaldTrump was caught by surprise by that first question and was never able to recover his equilibrium. #GOPDebate,Euro Swamp,Amsterdam,,,,,,,,,,,,,4/22/2015 9:54
106,No candidate mentioned,yes,1,Negative,1,FOX News or Moderators,Osunga,2,"RT @kirahoffy: ""@FoxNews web stream and mobile app fail during #GOPDebate๏ฟฝ๏ฟฝ๏ฟฝ ๏ฟฝ๏ฟฝ๏ฟฝ Why am I not surprised? http://t.c",Los Angeles,Pacific Time (US & Canada),,,,,,,,,,,,,4/23/2015 9:54
107,John Kasich,yes,1,Positive,1,Jobs and Economy,kevinburger72,90,"RT @JohnKasich: John Kasich helped Ohioans create 350,000 new jobs. He can do it for America. #GOPDebate http://t.co/kBzfBJyp2C",,Central Time (US & Canada),,,,,,,,,,,,,4/24/2015 9:54
108,No candidate mentioned,yes,0.6484,Positive,0.3297,,Sacerdotus,0,Please help the Maryknoll Sisters replace windows in their convent https://t.co/fDgXG3VV13 #Catholic #gofundme #trcot #GOPDebate,USA,Eastern Time (US & Canada),,,,,,,,,,,,,4/25/2015 9:54
109,No candidate mentioned,yes,1,Neutral,0.6557,None of the above,KristenLuciano1,156,"RT @CarlyFiorina: At #GOPDebate, I won over our largest audience yet. Can you chip in $3 to help us keep it up?https://t.co/nzYnC1JRxS
http๏ฟฝ",,Central Time (US & Canada),,,,,,,,,,,,,4/26/2015 9:54
110,Donald Trump,yes,0.6882,Negative,0.6882,None of the above,Clever_Otter,0,Trump just said @JebBush is a true gentleman &amp; then they started violently 69ing. #GOPDebate,Earth,Mountain Time (US & Canada),,,,,,,,,,,,,4/27/2015 9:54
111,No candidate mentioned,yes,1,Negative,1,Women's Issues (not abortion though),grady77,95,RT @cameronesposito: Ugh will these guys ever shut up about how much they respect women? #GOPDebate,PDX,Eastern Time (US & Canada),,,,,,,,,,,,,4/28/2015 9:54
112,Donald Trump,yes,1,Negative,1,None of the above,lindamama02,5,"RT @SnarkyDemo: What did the #GOPDebate teach us about a future President Trump?  America probably won๏ฟฝ๏ฟฝ๏ฟฝt be safe, except if we๏ฟฝ๏ฟฝ๏ฟฝre ",,,,,,,,,,,,,,,4/29/2015 9:54
113,No candidate mentioned,yes,1,Negative,1,Foreign Policy,DEveLRatCity,18,"RT @congoboy: This is going to be a long, tiring election season. 
""shockingly ill-informed"" candidates at #GOPDebate
http://t.co/vTK1k0tXi๏ฟฝ",Seattle ,,,,,,,,,,,,,,4/30/2015 9:54
114,Marco Rubio,yes,1,Neutral,0.6545,None of the above,unicornmajik,46,"RT @AmyMek: ""God has blessed the Republican party with many great candidates, @TheDemocrats can't even find one"" - @marcorubio #GOPDebate",Arizona,Arizona,,,,,,,,,,,,,05-01-2015 09:54
115,John Kasich,yes,1,Neutral,0.6615,Jobs and Economy,kevinburger72,73,RT @JohnKasich: The miracle can happen to you. Grow opportunity and grow jobs. #GOPDebate http://t.co/lNqhDgTUdK,,Central Time (US & Canada),,,,,,,,,,,,,05-02-2015 09:54
116,Scott Walker,yes,1,Negative,1,None of the above,marcylauren,51,RT @MattyIceAZ: Scott Walker can't even carry his own state. #GOPDebate,Delaware,Eastern Time (US & Canada),,,,,,,,,,,,,05-03-2015 09:54
117,No candidate mentioned,yes,1,Negative,1,Racial issues,kaewizzzle,409,"RT @XLNB: Black people, if you need anymore indication why Republicans hate us. Peep this. #GOPDebate http://t.co/Bh0ChsY5Eh",,Mountain Time (US & Canada),,,,,,,,,,,,,05-04-2015 09:54
118,No candidate mentioned,yes,1,Negative,1,None of the above,DavidBloomberg,94,"RT @Smethanie: Sure, God told me I should run, and the Tooth Fairy agreed and all the Teletubbies voted yes, so here I am. #GOPDebate","Springfield, IL",Central Time (US & Canada),,,,,,,,,,,,,05-05-2015 09:54
119,Donald Trump,yes,1,Negative,0.6705,FOX News or Moderators,WillisShepherd,2,RT @palmaceiahome1: Trump should have told Megyn Kelly to go to HELL! #FoxNews #GOPDebate,Las Vegas NV,,,,,,,,,,,,,,05-06-2015 09:54
120,No candidate mentioned,yes,1,Negative,1,FOX News or Moderators,annykatzy,2,"RT @palmaceiahome1: Caller on the Rush Limbaugh show:""I have lost all respect for Fox News."" #FoxNews #GOPDebate",Fla/Mich,Central Time (US & Canada),,,,,,,,,,,,,05-07-2015 09:54
121,Donald Trump,yes,1,Negative,0.6708,FOX News or Moderators,Slim_Shady2o3,482,"RT @realDonaldTrump: ""@stinger_inc: @realDonaldTrump  @megynkelly's behaviour at the #GOPDebate was astonishingly biased.""",USA,Eastern Time (US & Canada),,,,,,,,,,,,,05-08-2015 09:54
122,Marco Rubio,yes,1,Positive,0.3523,Jobs and Economy,VicSonaglia,0,"Republicans Debate Economics: Rubio Wins, Bush Falters, Huckabee Exaggerates http://t.co/mOlloaQhWQ #GOPdebate #knowmorenotless @GPNAPLang",,Quito,,,,,,,,,,,,,05-09-2015 09:54
123,No candidate mentioned,yes,1,Negative,0.6932,None of the above,paulrikmans,4,RT @JamesViser: Huh. Half of Clinton's charity went to...the Clintons! http://t.co/BVwRoSgWAL #copolitics #Hillary2016 #StopHillary #UniteB๏ฟฝ,10km from amsterdam,Amsterdam,,,,,,,,,,,,,05-10-2015 09:54
124,Donald Trump,yes,1,Negative,0.6892,FOX News or Moderators,LawrenceLange1,2,"RT @kraig4u: #GOPDebate  The order was to ""take out Trump"", but I wonder if FOX News was the one who took the ""order"" seriously. @HeidiL_RN",,,,,,,,,,,,,,,05-11-2015 09:54
125,No candidate mentioned,yes,1,Neutral,0.6737,None of the above,1936power,15,"RT @DiegoUK: Democrats watching the #GOPDebate last night http://t.co/7v4WJok3vM 
#p2 #ctl #topprog #tcot #tlot","Philadelphia, PA",Eastern Time (US & Canada),,,,,,,,,,,,,05-12-2015 09:54
126,Donald Trump,yes,1,Negative,0.6549,FOX News or Moderators,awesomenautted,112,"RT @AmyMek: We all owe @realDonaldTrump a huge thank you 4 exposing to the world๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ@megynkelly, Chris Wallace, &amp; @FrankLuntz are true Rh",,Pacific Time (US & Canada),,,,,,,,,,,,,5/13/2015 9:54
127,Scott Walker,yes,0.6395,Negative,0.6395,None of the above,glamorqueen,224,RT @TheBaxterBean: Scott Walker Lies: Says WI Budget Has $535M Surplus (Actually Has $1.76B Deficit) http://t.co/VVMxzkxLKr #GOPDebate http๏ฟฝ,,Central Time (US & Canada),,,,,,,,,,,,,5/14/2015 9:54
128,No candidate mentioned,yes,0.679,Positive,0.3432,Abortion,outlawjoZ,0,You're right Last I heard @SenSanders was that only women could give birth to s child. Has that changed? #GOPDebate  https://t.co/5HkCefp1hf,EveryWhere,Eastern Time (US & Canada),,,,,,,,,,,,,5/15/2015 9:54
129,No candidate mentioned,yes,1,Neutral,0.6593,None of the above,Jh_Kleinman,1098,"RT @pattonoswalt: ""Have any of you received a word from God?"" = ""Are any of you soup-sandwich crazy?"" #GOPDebate",,Pacific Time (US & Canada),,,,,,,,,,,,,5/16/2015 9:54
130,No candidate mentioned,yes,1,Negative,1,FOX News or Moderators,ProtectIllusion,52,"RT @FrankConniff: Fox News #GOPDebate interviewer to candidates: ""What's your take on these GOP talking points I'm feeding you?""",,Mountain Time (US & Canada),,,,,,,,,,,,,5/17/2015 9:54
131,No candidate mentioned,yes,0.6546,Negative,0.6546,,TrishFish42,127,RT @LeslieMac: But the murder of black ppl is just fine- just not unborn black babies? #GOPLogic #GOPDebate,,Eastern Time (US & Canada),,,,,,,,,,,,,5/18/2015 9:54
132,No candidate mentioned,yes,1,Neutral,0.7024,None of the above,dustysandyroads,3847,RT @HillaryClinton: Missing Jon Stewart already. #GOPdebate #JonVoyage -H,CA,Pacific Time (US & Canada),,,,,,,,,,,,,5/19/2015 9:54
133,Chris Christie,yes,1,Positive,1,None of the above,FasterTrader,1,RT @CharlotteLaws: Chris Christie is really standing out at the #GOPdebate,"Los Angeles, CA",,,,,,,,,,,,,,5/20/2015 9:54
134,Donald Trump,yes,1,Positive,0.3587,FOX News or Moderators,hankkohl,1,"RT @libertyjibbet: Hey .@realDonaldTrump You know who didn't whine about ""unfair"" questions? @CarlyFiorina Grow a set why don't ya'. #GOPDe๏ฟฝ",,Central Time (US & Canada),,,,,,,,,,,,,5/21/2015 9:54
135,No candidate mentioned,yes,1,Negative,1,Abortion,jcmarder,0,"You can't be pro-life AND have watched that 2 hour abortion last night.
#GOPDebate #forkedtongue #IseeOrangePeople","San Marino, California",Pacific Time (US & Canada),,,,,,,,,,,,,5/22/2015 9:54
136,Donald Trump,yes,1,Negative,1,FOX News or Moderators,JCArgentum,310,"RT @DanScavino: .@MegynKelly,
You failed the American people tonight. 
You tried to make history, by destroying @realDonaldTrump. #KellyFai๏ฟฝ",,,,,,,,,,,,,,,5/23/2015 9:54
137,No candidate mentioned,yes,1,Negative,1,Religion,markmcandrew,334,"RT @edstetzer: Btw... when you mix politics and religion, you get politics. #GOPDebate","Athens, Ga",,,,,,,,,,,,,,5/24/2015 9:54
138,Marco Rubio,yes,0.6506,Positive,0.3373,Abortion,JoWesterhof,350,RT @TeamMarco: Marco nailed it on abortion. We must protect life. #GOPDebate http://t.co/Nn6S7dO22J,,,,,,,,,,,,,,,5/25/2017 9:54
139,Donald Trump,yes,1,Negative,1,FOX News or Moderators,Transcend_Rsrch,0,@megynkelly @BretBaier @foxnews WTF was up with Chris Wallace attacking #Trump2016 on bankruptcy then giving Rubio a softball? #GOPDebate,,,,,,,,,,,,,,,5/25/2017 9:55
140,No candidate mentioned,yes,0.6445,Negative,0.3451,None of the above,Caitlin_R_Olson,0,They obviously didn't get the memo about #SeersuckerThursday. #GOPDebate http://t.co/LZagRRtZfl,"Berkeley, CA",,,,,,,,,,,,,,5/25/2017 9:56
141,Donald Trump,yes,0.6262,Negative,0.6262,None of the above,teachsbeach,14,"RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate ๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ --&gt; http://t.co/QxdoeMfuqO http://t.co/mc",,Cape Verde Is.,,,,,,,,,,,,,5/25/2017 9:57
142,No candidate mentioned,yes,0.7033,Negative,0.7033,None of the above,JagbusAnne,8,RT @TuxcedoCat: All Republican dopefuls who say they'll take US back to 2009 on 'Day One' will never see one day in White House! #GOPDebate๏ฟฝ,,,,,,,,,,,,,,,5/25/2017 9:58
143,Donald Trump,yes,1,Negative,0.6429,None of the above,jennpozner,0,Trump gloating abt buying GOP+Dem pols &amp;them doing his bidding IS my 2000s Billionaire caricature MyaCash #GOPDebate https://t.co/5spmU3csIc,"Brooklyn, NY",Eastern Time (US & Canada),,,,,,,,,,,,,5/25/2017 9:59
144,No candidate mentioned,yes,0.6716,Positive,0.3372,FOX News or Moderators,TheRightback1,226,"RT @peddoc63: Go Carly๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ
Go Carly๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ
Go Carly๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ
@CarlyFiorina #Carly2016 #GOPDebate
@FlyoverCulture @LeahR77 @steph93065 @",,,,,,,,,,,,,,,5/25/2017 9:60
145,No candidate mentioned,yes,0.6324,Negative,0.3296,None of the above,DeisenrothJune,255,RT @Daenerys: Listening to the #GOPDebate like http://t.co/3JrCuQdAFu,,,,,,,,,,,,,,,5/25/2017 9:61
146,Rand Paul,yes,1,Positive,1,None of the above,georgecorey4,5,RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.,"portsmouth ,Rhode Island",,,,,,,,,,,,,,5/25/2017 9:62
147,No candidate mentioned,yes,1,Negative,1,Foreign Policy,JJBills14,350,RT @JohnFugelsang: If you missed either #GOPDebate all you need to know is there's no $ for struggling Americans and unlimited $ for war.,,,,,,,,,,,,,,,5/25/2017 9:63
148,Jeb Bush,yes,1,Negative,0.3563,None of the above,aeroG,4,RT @pfikac: .@JebBush 'We are on the verge of the greatest time to be alive in this world but Washington is holding us back' #mysa #txlege ๏ฟฝ,"Houston, Texas",Central Time (US & Canada),,,,,,,,,,,,,5/25/2017 9:64
149,Donald Trump,yes,1,Negative,0.3385,None of the above,urokiamok,120,"RT @DrMartyFox: #Trump Wins Drudge 
Debate Poll 

๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ By A Landslide 

#TedCruz #2 

#GOPDebate #PJNET๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ  
๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ",SSCA,Arizona,,,,,,,,,,,,,5/25/2017 9:65
150,No candidate mentioned,yes,1,Positive,0.6923,Immigration,jojo21,8,"RT @SiteROI: @GovernorPerry fights back against ""what will you do abt immigration"" Q. Says border is porous, and that must be fixed first. ๏ฟฝ","Ellicott City, Maryland",Eastern Time (US & Canada),,,,,,,,,,,,,5/25/2017 9:66
151,No candidate mentioned,yes,1,Negative,1,None of the above,magicfreak81,0,Summary is the #GOPDebate: Status quo shit show,"New York, NY",Eastern Time (US & Canada),,,,,,,,,,,,,5/25/2017 9:67
152,No candidate mentioned,yes,0.6729,Negative,0.6729,None of the above,abitx2u,42,RT @ThePatriot143: Debbie Blocks Tweeter Who Questioned Dem Debate Schedule  http://t.co/gXNa0TOqaQ #GOPDebate @DWStweets http://t.co/kxIKF๏ฟฝ,God's Country,,,,,,,,,,,,,,5/25/2017 9:68
153,No candidate mentioned,yes,1,Negative,0.6783,Women's Issues (not abortion though),TrishFish42,1480,"RT @sallykohn: Hey look, it๏ฟฝ๏ฟฝ๏ฟฝs 10 men standing on a stage arguing why they should get to control women๏ฟฝ๏ฟฝ๏ฟฝs bodies and choices",,Eastern Time (US & Canada),,,,,,,,,,,,,5/25/2017 9:69
154,Marco Rubio,yes,0.6421,Neutral,0.3263,None of the above,SteegVan,14,"RT @TheBaxterBean: Rubio Budget Raises MiddleClass Taxes, Adds $4.5T Deficit, Cuts InvestmentTax To $0 http://t.co/9S9NuVSAf7 #GOPDebate ht๏ฟฝ",Central  Florida,Eastern Time (US & Canada),,,,,,,,,,,,,5/25/2017 9:70
155,No candidate mentioned,yes,1,Negative,1,None of the above,realJohnJericho,33,RT @ChrisJZullo: Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #un๏ฟฝ,,Central Time (US & Canada),,,,,,,,,,,,,5/25/2017 9:71
156,No candidate mentioned,yes,1,Neutral,0.6322,None of the above,Kathielarsyn,3,"RT @NancyOsborne180: #GOPDebate #BATsAsk @BadassTeachersA #TBATs Debate over We learned nothing new 
http://t.co/VMtnRi7xev http://t.co/6mt๏ฟฝ",,,,,,,,,,,,,,,5/25/2017 9:72
157,No candidate mentioned,yes,1,Negative,1,None of the above,cornopaez,7,RT @RFHKerry: If you think ANY of these people are qualified...unfollow me.  #GOPDebate,"Pittsburgh, PA",Eastern Time (US & Canada),,,,,,,,,,,,,5/25/2017 9:73
158,Ben Carson,yes,0.6403,Neutral,0.3279,Religion,marcylauren,241,RT @Bipartisanism: Ben Carson spoke about science at the #GOPDebate and @neiltyson was like: http://t.co/bYoOH7i3N6,Delaware,Eastern Time (US & Canada),,,,,,,,,,,,,5/25/2017 9:74
159,No candidate mentioned,yes,0.6344,Negative,0.6344,Immigration,EusebiaAq,0,Who's the real illegal alien- #GOPDebate  Farrakhan on Immigration  the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,America,Eastern Time (US & Canada),,,,,,,,,,,,,5/25/2017 9:75
160,No candidate mentioned,yes,0.6667,Negative,0.6667,FOX News or Moderators,bad_robot_57,0,#GOPDebate The talking heads put on the debate now the talking heads are telling us how the debates went. Maybe we wasted our time watching,,,,,,,,,,,,,,,5/25/2017 9:76
161,Donald Trump,yes,0.6593,Neutral,0.3626,None of the above,NottlyCreek,66,RT @STEEL5757: ๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ #DonaldTrump Plaza Casino #TeddyBear Plush in #Tuxedo ๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ http://t.co/QHTTX0PLDG ๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ #CoolStuff #GOPDebat,,,,,,,,,,,,,,,5/25/2017 9:77
162,Donald Trump,yes,1,Positive,0.6374,FOX News or Moderators,murmiles,0,"#Trump is right about @megynkelly but really needs to study Matthew 7, verses 3-5. #GOPDebate  https://t.co/ygNprhiehV",People's Republic of Broward,,,,,,,,,,,,,,5/25/2017 9:78
163,Donald Trump,yes,1,Neutral,0.6599,None of the above,paryparpari,116,RT @AC360: It wasn๏ฟฝ๏ฟฝ๏ฟฝt all #DonaldTrump. The most memorable #GOPDebate moments right now on #AC360. http://t.co/kDNhGj2RY3 http://t.co/HZ9,,,,,,,,,,,,,,,5/25/2017 9:79
164,Donald Trump,yes,1,Neutral,1,None of the above,owlzly,0,#GOPDebate in one picture http://t.co/WMmucJUqJu,Up North,Pacific Time (US & Canada),,,,,,,,,,,,,5/25/2017 9:80
165,No candidate mentioned,yes,1,Negative,0.6718,Women's Issues (not abortion though),marcidarling,325,"RT @maureenjohnson: ""Where do you think women should sleep when they have The Curse? The shed? Or in an open field, not on your property?' ๏ฟฝ",Nashville,Central Time (US & Canada),,,,,,,,,,,,,5/25/2017 9:81
166,Ben Carson,yes,0.6705,Negative,0.3409,Religion,SmittyMyBro,0,"""I think God's a pretty fair guy"" -Ben Carson, neurosurgeon, on his belief modern day taxation should be based on an ancient book
#GOPDebate",John Smith AKA Bazooka Joe,Central Time (US & Canada),,,,,,,,,,,,,5/25/2017 9:82
167,Donald Trump,yes,1,Negative,1,Women's Issues (not abortion though),shyone269,10,"RT @NancyLeeGrahn: The cheers from #GOPDebate  audience afterTrump defiantly named @Rosie as the woman he called ""Fat Pig"" were the voices ๏ฟฝ",Not where I want to be U.S.A.,America/New_York,,,,,,,,,,,,,5/25/2017 9:83
168,No candidate mentioned,yes,1,Negative,1,Racial issues,Truthbuster,0,"#BlackLives don't matter, apparently, to Republican candidates for president  http://t.co/8rfevFWSXx / or to @FoxNews #uniteblue #GOPDebate","New York, NY",Eastern Time (US & Canada),,,,,,,,,,,,,5/25/2017 9:84
169,No candidate mentioned,yes,1,Negative,1,Racial issues,Alee_Bono,0,"Overall the main thing we learned from the #GOPDebate is that only straight, white, men matter.",The Moon,Mountain Time (US & Canada),,,,,,,,,,,,,5/25/2017 9:85
170,No candidate mentioned,yes,1,Positive,0.6629,None of the above,Alaskan3401,0,"@USFree4life I thought @seanhannity had the best post #GOPDebate interviews of the night, gave them all a chance 2straighten their position.","Alaska,South Central",Alaska,,,,,,,,,,,,,5/25/2017 9:86
171,Donald Trump,yes,1,Negative,0.3452,None of the above,kevinburger72,277,"RT @JohnKasich: Hey @RealDonaldTrump, if you're still looking to chip in, check out http://t.co/dy8KnZ122T

#GOPDebate",,Central Time (US & Canada),,,,,,,,,,,,,5/25/2017 9:87
172,No candidate mentioned,yes,1,Negative,1,FOX News or Moderators,fc7822,0,"@megynkelly @BretBaier #ChrisWallace, #America is criticizing UR PERFORMANCES during #GOPDebate b/c U did a REALLY bad job as ""moderators.""","Riverside, CA - USA",Pacific Time (US & Canada),,,,,,,,,,,,,5/25/2017 9:88
